Word,Degree (norm),Degree (raw),Betweenness,Closeness
quoted,0.00665,19,2.1e-05,0.384212
active,0.00735,21,5.1e-05,0.387442
identical,0.00595,17,2.7e-05,0.39505
infrequent,0.00315,9,5e-06,0.371039
principally,0.0028,8,7e-06,0.364135
corroborated,0.0028,8,2e-06,0.364599
benchmark,0.0063,18,0.000128,0.382668
dealer,0.00315,9,2e-06,0.34706
quote,0.00315,9,2.6e-05,0.363394
discounted,0.007,20,2.4e-05,0.380629
corroborate,0.0035,10,1.2e-05,0.369169
designation,0.00595,17,7.2e-05,0.360141
subsequently,0.00385,11,0.0,0.357036
spot,0.00315,9,3.1e-05,0.36874
swap,0.010851,31,0.000101,0.394668
translated,0.0063,18,4.9e-05,0.373366
remeasurement,0.0056,16,2.3e-05,0.3741
concentration,0.0014,4,0.0,0.353545
deposit,0.012251,35,0.000166,0.411553
exceed,0.0091,26,0.000112,0.382156
insurance,0.0028,8,4e-06,0.344923
redeemed,0.00315,9,1.5e-05,0.366094
reputable,0.00315,9,1e-05,0.373904
minimal,0.0028,8,1.6e-05,0.369982
spreading,0.0028,8,2.4e-05,0.357214
profile,0.00455,13,4.9e-05,0.366376
diminish,0.0028,8,4e-06,0.354335
advertising,0.0028,8,0.0,0.374443
rsus,0.007,20,2.3e-05,0.393309
prsus,0.0098,28,0.0002,0.402224
grant,0.016801,48,0.00052,0.424202
lattice,0.00105,3,0.0,0.329413
binomial,0.00105,3,0.0,0.329413
scholes,0.00315,9,2e-06,0.359597
forfeiture,0.00245,7,1e-06,0.371039
establishment,0.00315,9,7e-06,0.348202
step,0.00805,23,6e-05,0.37283
weight,0.00315,9,3e-06,0.357393
indicates,0.00525,15,0.00012,0.374296
sustained,0.00595,17,1.2e-05,0.384937
appeal,0.0098,28,0.000521,0.372296
largest,0.0035,10,5e-06,0.355127
unrecognized,0.010151,29,1e-05,0.390941
computation,0.0028,8,1.1e-05,0.363671
dilutive,0.007,20,1e-06,0.371039
money,0.00805,23,4.9e-05,0.397302
unvested,0.00875,25,3e-05,0.391048
treasury,0.0035,10,0.0,0.373171
exercising,0.00315,9,0.0,0.377511
conclude,0.00245,7,2.8e-05,0.346177
fasb,0.0014,4,0.0,0.344383
interbank,0.0014,4,0.00035,0.337707
london,0.00035,1,0.0,0.252474
offered,0.00385,11,0.00012,0.372296
prospectively,0.00035,1,0.0,0.314682
disaggregation,0.00315,9,2.1e-05,0.377361
disaggregate,0.0021,6,1.6e-05,0.384574
depict,0.00315,9,9e-06,0.391907
spvss,0.0007,2,0.0,0.363486
represented,0.00385,11,3.7e-05,0.385664
master,0.00665,19,3.2e-05,0.403816
unbilled,0.010501,30,4.6e-05,0.390461
billing,0.00385,11,1.7e-05,0.391746
invoiced,0.0056,16,5.6e-05,0.380883
capitalize,0.0028,8,1e-06,0.360459
corresponds,0.0021,6,2e-06,0.378511
vested,0.00525,15,0.001065,0.376913
synergy,0.0035,10,2e-06,0.365626
deductible,0.0028,8,0.0,0.361691
pro,0.00385,11,0.0,0.383644
forma,0.0042,12,0.0,0.386551
individually,0.00035,1,0.0,0.33695
reportable,0.0028,8,3e-06,0.365954
severance,0.0056,16,0.0,0.398133
manufactured,0.0007,2,0.0,0.306315
spare,0.00175,5,0.0,0.36128
demonstration,0.0021,6,9e-06,0.365065
land,0.00245,7,3e-06,0.35081
rpo,0.00455,13,0.0,0.39664
unearned,0.007,20,1.4e-05,0.382719
buyout,0.0035,10,7e-06,0.376664
refinancings,0.0035,10,8e-06,0.377112
rental,0.0028,8,6e-06,0.368693
origination,0.00175,5,0.0,0.355481
restated,0.0084,24,3.1e-05,0.392769
aging,0.0056,16,4.1e-05,0.384005
billed,0.00315,9,2e-06,0.349737
still,0.00595,17,1.8e-05,0.376863
accruing,0.00315,9,0.0,0.346513
according,0.00315,9,7e-06,0.366188
classification,0.00315,9,9e-06,0.367035
oldest,0.00315,9,8e-06,0.364088
rollforward,0.00175,5,0.0,0.351501
recovery,0.0049,14,0.0,0.371087
summarize,0.0021,6,1e-06,0.367082
certificate,0.013651,39,0.000201,0.4131
borrower,0.0028,8,3e-06,0.343472
call,0.00385,11,4.8e-05,0.357125
prepay,0.00245,7,9e-06,0.3485
classified,0.00315,9,8e-06,0.379466
valued,0.0042,12,0.000103,0.394886
nonrecurring,0.00245,7,3e-06,0.362012
compare,0.00175,5,1e-06,0.351155
accretion,0.0035,10,8e-06,0.368265
unaccreted,0.0021,6,3e-06,0.354863
convert,0.00175,5,0.0,0.348075
floating,0.00595,17,8.2e-05,0.396971
rank,0.00315,9,1.3e-05,0.351199
limiting,0.00315,9,1.5e-05,0.369551
requiring,0.0035,10,2e-05,0.374934
counterparty,0.00385,11,1.3e-05,0.374639
netting,0.0035,10,1e-06,0.358245
permitting,0.0028,8,1.3e-05,0.368598
whereby,0.00315,9,1.2e-05,0.375872
posted,0.0035,10,1.2e-05,0.378712
six,0.00315,9,5e-06,0.367554
lifetime,0.0035,10,2.2e-05,0.375082
representation,0.0035,10,2.4e-05,0.354598
coordination,0.0028,8,1.4e-05,0.356635
defendant,0.0035,10,1.7e-05,0.376367
indemnity,0.00455,13,2.9e-05,0.376317
verizon,0.00035,1,0.0,0.26604
district,0.014701,42,0.002174,0.410784
eastern,0.0028,8,3e-06,0.342813
tex,0.00385,11,0.000399,0.346892
estech,0.00035,1,0.0,0.257573
trial,0.0035,10,6.5e-05,0.3443
bylaw,0.00525,15,5.5e-05,0.377361
agent,0.011551,33,0.000351,0.369886
brazilian,0.018551,53,0.000258,0.4261
investigated,0.00315,9,8e-06,0.357751
former,0.0028,8,7e-06,0.381799
importer,0.010851,31,0.000184,0.410489
alleged,0.010151,29,7.5e-05,0.409019
evasion,0.00525,15,8.9e-05,0.394668
involving,0.00665,19,3.8e-05,0.37186
theory,0.00595,17,0.000156,0.369647
sao,0.00385,11,2e-06,0.365907
paulo,0.00385,11,3e-06,0.368836
thorough,0.0035,10,6e-06,0.362886
defending,0.00315,9,5e-06,0.356501
vigorously,0.0035,10,1.9e-05,0.362334
judicial,0.0063,18,5.8e-05,0.369074
asserting,0.00525,15,0.000239,0.361646
sri,0.00175,5,2e-06,0.342566
del,0.00385,11,5.8e-05,0.346051
sought,0.0007,2,0.0,0.331131
willful,0.00385,11,5e-06,0.365299
jury,0.0042,12,1.4e-05,0.359145
verdict,0.00105,3,1e-06,0.327187
finding,0.00525,15,0.000283,0.350251
awarded,0.0056,16,8.5e-05,0.366705
attorney,0.012601,36,0.000723,0.376119
appealed,0.0014,4,0.0,0.337787
vacated,0.00105,3,0.0,0.316565
remanded,0.00105,3,1e-05,0.307866
centripetal,0.014701,42,0.000258,0.407968
virginia,0.0028,8,4.1e-05,0.382822
ptab,0.0014,4,0.000109,0.334113
pto,0.00245,7,7e-06,0.341338
validity,0.0007,2,0.0,0.327976
another,0.00035,1,0.0,0.323629
unpatentable,0.00245,7,3e-06,0.341379
unpatentability,0.0007,2,0.0,0.260723
fifth,0.0007,2,0.0,0.327976
supported,0.00315,9,2.6e-05,0.362609
infringed,0.0007,2,0.0,0.329337
stayed,0.00315,9,2.7e-05,0.347567
complaint,0.00525,15,0.000387,0.34685
dusseldorf,0.00175,5,6e-06,0.310983
injunctive,0.00245,7,2e-06,0.341216
relief,0.0021,6,0.0,0.341134
counterpart,0.00245,7,1.2e-05,0.336434
german,0.0042,12,1.1e-05,0.345968
prevail,0.0042,12,2e-06,0.363717
ramot,0.014001,40,0.000102,0.404216
tel,0.00245,7,3e-05,0.357393
aviv,0.00245,7,3e-06,0.333996
allegation,0.0028,8,1e-06,0.350638
alleges,0.00315,9,4e-06,0.362702
transceiver,0.00315,9,1e-06,0.356279
module,0.0028,8,0.0,0.335329
card,0.0021,6,0.0,0.334113
preliminarily,0.00175,5,0.0,0.339715
parte,0.0021,6,0.0,0.338427
reexamination,0.00315,9,4e-06,0.34884
invalidity,0.00315,9,5e-06,0.349395
argument,0.0028,8,1.2e-05,0.344424
prevailing,0.00315,9,8e-06,0.343555
viasat,0.014351,41,0.000485,0.41316
suit,0.00175,5,3e-05,0.302841
superior,0.0014,4,1.9e-05,0.31444
sdsc,0.00105,3,7e-06,0.338668
unpaid,0.00105,3,1.1e-05,0.339674
implied,0.0049,14,0.00011,0.378762
misappropriation,0.0014,4,2e-06,0.317268
counterclaimed,0.00105,3,0.0,0.310611
unfair,0.00105,3,0.0,0.335999
massachusetts,0.00105,3,0.0,0.313577
declaratory,0.00245,7,2.5e-05,0.354598
resolve,0.0035,10,1.9e-05,0.378411
preference,0.00315,9,8e-06,0.338507
participating,0.00315,9,2e-06,0.337907
optional,0.0035,10,2.3e-05,0.339311
qualification,0.00315,9,6.2e-05,0.35008
replacement,0.00245,7,3e-06,0.369265
frequency,0.00315,9,9e-06,0.369886
granting,0.0049,14,3.7e-05,0.370558
appreciation,0.0028,8,2e-06,0.368503
sars,0.00595,17,0.000135,0.382771
consultant,0.0028,8,2e-06,0.368218
eligible,0.017151,49,0.000409,0.414118
terminated,0.0049,14,4.7e-05,0.36817
distinction,0.0028,8,7e-06,0.358784
counted,0.00525,15,1.8e-05,0.373806
deducted,0.0028,8,3e-06,0.370654
forfeited,0.0049,14,0.001274,0.356279
exercised,0.00525,15,3.6e-05,0.374639
consecutive,0.0028,8,2.3e-05,0.367507
canceled,0.0021,6,0.0,0.3331
shareholder,0.00105,3,0.0,0.325844
tsr,0.0028,8,0.000417,0.326104
monte,0.00175,5,1e-06,0.322242
carlo,0.00175,5,1e-06,0.322242
simulation,0.00175,5,1e-06,0.322242
comparative,0.0028,8,0.0,0.383593
earned,0.00105,3,7e-06,0.354907
observed,0.0028,8,7e-06,0.378611
history,0.00315,9,4e-06,0.362794
payouts,0.00245,7,3e-06,0.356546
sponsor,0.0042,12,0.000189,0.381646
salary,0.0084,24,0.000129,0.391907
roth,0.007,20,4.1e-05,0.387705
match,0.0035,10,2.1e-05,0.36798
matching,0.010851,31,4.6e-05,0.386656
imposed,0.0035,10,9e-06,0.360687
immediately,0.0028,8,6e-06,0.36005
totaled,0.00315,9,1.6e-05,0.356679
reach,0.0035,10,3.5e-05,0.363903
catch,0.00595,17,3.1e-05,0.372587
profit,0.0049,14,1.6e-05,0.359642
sharing,0.00455,13,1.1e-05,0.36586
nonqualified,0.00175,5,0.0,0.347482
unfunded,0.0028,8,8e-06,0.367744
elect,0.0035,10,2.1e-05,0.348755
bonus,0.0035,10,2.5e-05,0.356857
election,0.0035,10,1.6e-05,0.365579
discretion,0.0035,10,2.1e-05,0.360641
cap,0.0021,6,0.0,0.349523
repatriation,0.00035,1,0.0,0.324696
undistributed,0.0014,4,0.0,0.337109
reinvest,0.0014,4,0.0,0.337109
indefinitely,0.00385,11,2e-06,0.368455
statute,0.0028,8,2e-06,0.356323
negotiation,0.0028,8,1e-06,0.355127
resolved,0.0049,14,1.5e-05,0.366329
capitalization,0.00315,9,3e-06,0.35901
carryforwards,0.011551,33,3.3e-05,0.408318
utilized,0.0035,10,1.1e-05,0.372636
begin,0.00525,15,1.1e-05,0.377062
maker,0.0014,4,2e-06,0.347821
codm,0.00175,5,2e-06,0.351674
antidilutive,0.00315,9,5.7e-05,0.372442
excluded,0.0021,6,1e-06,0.379214
caption,0.00455,13,3e-06,0.380578
fsb,0.00175,5,0.000401,0.365719
russian,0.00035,1,0.0,0.26781
ofac,0.0007,2,0.0,0.33048
notification,0.00105,3,0.0,0.319539
russia,0.00805,23,1.6e-05,0.415141
neither,0.0007,2,0.0,0.348627
ethic,0.0077,22,7e-05,0.38313
department,0.00245,7,9e-06,0.361554
waiver,0.0035,10,7e-06,0.354115
posting,0.00245,7,0.0,0.342074
herewith,0.0021,6,0.0,0.350638
dated,0.00805,23,3e-06,0.384781
indenture,0.00665,19,0.0,0.375131
york,0.0049,14,0.0,0.371377
mellon,0.00525,15,0.0,0.367507
trustee,0.0056,16,2.3e-05,0.369934
setting,0.00385,11,2e-06,0.366047
administration,0.00035,1,0.0,0.2804
swing,0.0021,6,1.2e-05,0.341828
letter,0.00175,5,1e-06,0.357348
consent,0.0021,6,3e-06,0.341542
inline,0.00805,23,0.00016,0.370606
xbrl,0.00735,21,5.5e-05,0.353589
sch,0.00245,7,7e-06,0.315516
taxonomy,0.00595,17,1e-05,0.327713
extension,0.00595,17,2.5e-05,0.325325
schema,0.00245,7,1e-06,0.295786
cal,0.00245,7,2e-06,0.299759
linkbase,0.0056,16,3.7e-05,0.34146
def,0.0028,8,2e-06,0.311491
lab,0.0028,8,3e-06,0.308698
label,0.0028,8,5e-06,0.315099
compensatory,0.0028,8,4e-06,0.36307
duly,0.00525,15,9.3e-05,0.37791
behalf,0.0056,16,3.5e-05,0.371812
undersigned,0.00315,9,2.3e-05,0.366799
thereunto,0.00315,9,1.5e-05,0.354775
know,0.0035,10,4e-06,0.342033
appears,0.0028,8,3e-06,0.333178
constitutes,0.0028,8,5e-06,0.333178
appoints,0.0028,8,3e-06,0.31748
jointly,0.0028,8,1.9e-05,0.333645
severally,0.0028,8,1.7e-05,0.333996
substitution,0.0035,10,4.1e-05,0.338507
sign,0.0035,10,2.3e-05,0.35802
therewith,0.00665,19,5.8e-05,0.3616
unto,0.0035,10,1.8e-05,0.356679
said,0.00595,17,6.7e-05,0.360869
requisite,0.0035,10,1.1e-05,0.338909
done,0.007,20,0.000109,0.366517
ratifying,0.0035,10,1e-05,0.332596
confirming,0.0035,10,6e-06,0.330978
substitute,0.0035,10,1.4e-05,0.338989
virtue,0.0035,10,2.8e-05,0.364181
hereof,0.0035,10,1.5e-05,0.363255
michele,0.0007,2,0.0,0.321264
esley,0.00175,5,0.0,0.321372
ush,0.0021,6,0.0,0.321408
wesley,0.00315,9,0.000137,0.339553
bush,0.00315,9,0.000106,0.339553
ichael,0.0028,8,3.3e-05,0.339513
apellas,0.0028,8,1e-06,0.339513
michael,0.0028,8,1.9e-05,0.339513
capella,0.0028,8,1.8e-05,0.341583
ark,0.0028,8,1.8e-05,0.334936
arrett,0.0028,8,7e-06,0.326216
garrett,0.0028,8,6.3e-05,0.326216
ohn,0.0028,8,0.00014,0.326216
arris,0.0028,8,0.000262,0.326216
john,0.0028,8,3.3e-05,0.321481
harris,0.0028,8,2.5e-05,0.321481
ristina,0.0028,8,1.4e-05,0.321481
ohnson,0.00245,7,0.0,0.321445
kristina,0.0021,6,0.0,0.321408
johnson,0.00175,5,0.0,0.321372
oderick,0.0007,2,0.0,0.321264
cgeary,0.0007,2,0.0,0.321264
roderick,0.0007,2,0.0,0.321264
mcgeary,0.0007,2,0.0,0.321264
isa,0.0007,2,0.0,0.321264
lisa,0.0007,2,0.0,0.321264
arianna,0.00175,5,0.0,0.321372
essel,0.00175,5,0.0,0.321372
marianna,0.00175,5,0.000114,0.321372
tessel,0.00175,5,0.000114,0.321372
reincorporated,0.00035,1,0.0,0.288382
dynamic,0.00105,3,0.0,0.362702
choice,0.00035,1,0.0,0.359778
calling,0.00315,9,0.0,0.343101
cpaas,0.0042,12,0.0,0.38447
integrates,0.00035,1,0.0,0.309735
orchestration,0.0007,2,0.0,0.360096
ciena,0.00035,1,0.0,0.329299
datadog,0.00035,1,0.0,0.329299
interpreted,0.00035,1,0.0,0.31368
human,0.0035,10,9e-06,0.395926
list,0.00035,1,0.0,0.345968
meaning,0.00035,1,0.0,0.309668
excludes,0.00035,1,0.0,0.340362
injustice,0.00035,1,0.0,0.308631
jeff,0.00105,3,0.0,0.307303
sharritts,0.00315,9,3.3e-05,0.364599
inflation,0.00315,9,2e-06,0.371812
rising,0.00035,1,0.0,0.337947
going,0.0014,4,0.0,0.323739
ukraine,0.0035,10,1.6e-05,0.367602
war,0.0077,22,0.002667,0.392553
taiwan,0.0021,6,3e-06,0.325362
tension,0.0014,4,0.0,0.308431
exacerbated,0.0007,2,0.0,0.33915
belarus,0.00175,5,0.0,0.374296
sanction,0.00245,7,1e-06,0.335368
regulator,0.00035,1,0.0,0.323044
stakeholder,0.00035,1,0.0,0.292815
concerning,0.00035,1,0.0,0.276359
internationally,0.00035,1,0.0,0.278705
communicate,0.00035,1,0.0,0.278705
sourcing,0.00035,1,0.0,0.323044
scope,0.0007,2,0.0,0.331131
perceived,0.0042,12,0.0,0.378461
criticized,0.0014,4,3e-06,0.326067
sophisticated,0.0007,2,0.0,0.297202
operated,0.00175,5,0.0,0.358829
nation,0.00035,1,0.0,0.275985
diplomatic,0.00035,1,0.0,0.295084
armed,0.0007,2,0.0,0.297202
intensify,0.00035,1,0.0,0.294172
conflict,0.0007,2,7e-06,0.300011
leave,0.00035,1,0.0,0.291441
extensive,0.0007,2,0.0,0.322898
count,0.00105,3,0.0,0.338587
commodity,0.0007,2,0.0,0.348755
align,0.00035,1,0.0,0.364925
grew,0.00105,3,0.0,0.375279
ramp,0.00035,1,0.0,0.3273
implemented,0.00035,1,0.0,0.331554
alternate,0.00035,1,0.0,0.364925
prepayment,0.0014,4,0.0,0.346555
elimination,0.0035,10,1e-06,0.372685
close,0.00315,9,0.0,0.376565
post,0.0007,2,2.2e-05,0.313956
rejected,0.0021,6,1.7e-05,0.332325
hearing,0.00105,3,0.0,0.325658
nullity,0.00035,1,0.0,0.323629
defense,0.00035,1,0.0,0.25755
noninfringement,0.0028,8,6.6e-05,0.361325
egenera,0.0063,18,0.000723,0.377411
injunction,0.0007,2,0.0,0.312719
dismissed,0.00035,1,0.0,0.307469
leaving,0.00035,1,0.0,0.307469
motion,0.00035,1,0.0,0.274026
omitted,0.0007,2,0.0,0.352151
shown,0.00035,1,0.0,0.292486
arah,0.0007,2,0.0,0.321264
urphy,0.0007,2,0.0,0.321264
sarah,0.0007,2,0.0,0.321264
rae,0.0007,2,0.0,0.321264
murphy,0.0007,2,0.0,0.321264
correction,0.0021,6,0.0,0.357482
industrial,0.00035,1,0.0,0.347102
depth,0.00035,1,0.0,0.32987
indirectly,0.0021,6,0.0,0.378762
incident,0.00665,19,4e-06,0.395652
nvidia,0.0007,2,0.0,0.330518
speaks,0.00035,1,0.0,0.269681
aware,0.00035,1,0.0,0.269681
sexual,0.00175,5,0.000696,0.330136
emphasize,0.0007,2,0.0,0.30204
mindfulness,0.00035,1,0.0,0.321952
algorithm,0.00035,1,0.0,0.343803
training,0.00035,1,0.0,0.343803
flawed,0.00035,1,0.0,0.343803
unsuccessful,0.00035,1,0.0,0.31207
resolving,0.00035,1,0.0,0.31207
kind,0.00035,1,0.0,0.317233
undetected,0.00035,1,0.0,0.295084
accessibility,0.00035,1,0.0,0.364925
took,0.0007,2,0.0,0.324217
windfall,0.00035,1,0.0,0.337667
sofr,0.0021,6,0.0,0.368931
denied,0.00035,1,0.0,0.274026
victoria,0.0007,2,0.0,0.33345
wong,0.0007,2,0.0,0.33345
draw,0.00105,3,1.3e-05,0.346471
desired,0.00035,1,0.0,0.320723
today,0.00035,1,0.0,0.359778
fabric,0.00035,1,0.0,0.347102
breadth,0.00035,1,0.0,0.331785
splunk,0.028001,80,0.000478,0.457266
workload,0.00035,1,0.0,0.306348
resilience,0.00105,3,0.0,0.333489
beat,0.00035,1,0.0,0.345968
steele,0.0021,6,0.0,0.352978
subaiya,0.0014,4,3e-06,0.347145
israel,0.00035,1,0.0,0.281922
elevated,0.00035,1,0.0,0.320579
planned,0.00245,7,1e-06,0.371184
refinance,0.00035,1,0.0,0.325028
maturing,0.00035,1,0.0,0.325028
exploitation,0.00035,1,0.0,0.294172
formula,0.00105,3,0.0,0.350251
ebitda,0.0007,2,0.0,0.334896
projected,0.00595,17,2e-06,0.404273
attrition,0.0021,6,2e-06,0.370366
convertible,0.00105,3,0.0,0.335841
capped,0.00105,3,0.0,0.336236
conten,0.00315,9,0.0,0.390247
preliminary,0.00035,1,0.0,0.332557
heard,0.00035,1,0.0,0.312275
modifier,0.00035,1,0.0,0.245933
insider,0.0007,2,0.0,0.317198
separation,0.00105,3,0.0,0.35451
invention,0.00035,1,0.0,0.294475
patterson,0.00175,5,0.0,0.357796
patel,0.00035,1,0.0,0.304877
tuszik,0.00035,1,0.0,0.301181
dispute,0.00315,9,0.0,0.361554
